%lon       lat      area     depth_w  grid   subregion  
-67.425   41.175   23.22    51.6     1254   2          
-67.425   41.225   23.20    44.4     1255   2          
-67.425   41.275   23.19    42.2     1256   2          
-67.425   41.325   23.17    40.5     1257   2          
-67.425   41.375   23.15    38.4     1258   2          
-67.425   41.425   23.13    40.0     1259   2          
-67.425   41.475   23.12    41.2     1260   2          
-67.425   41.525   23.10    33.3     1261   2          
-67.425   41.575   23.08    38.2     1262   2          
-67.425   41.625   23.06    55.1     1263   2          
-67.425   41.675   23.04    53.8     1264   2          
-67.425   41.725   23.03    38.8     1265   2          
-67.425   41.775   23.01    38.9     1266   2          
-67.425   41.825   22.99    48.2     1267   2          
-67.425   41.875   22.97    73.1     1268   2          
-67.425   41.925   22.95    53.1     1269   2          
-67.425   41.975   22.94    37.3     1270   2          
-67.425   42.025   22.92    47.5     1271   2          
-67.425   42.075   22.90    53.5     1272   2          
-67.425   42.125   22.88    150.6    1273   1          
-67.425   42.175   22.86    213.7    1274   1          
-67.425   42.225   22.85    257.2    1275   1          
-67.425   42.275   22.83    282.4    1276   1          
-67.425   42.325   22.81    303.4    1277   1          
-67.425   42.375   22.79    317.2    1278   1          
-67.375   40.275   23.54    1667.4   1279   5          
-67.375   40.325   23.52    1569.5   1280   5          
-67.375   40.375   23.50    1106.1   1281   5          
-67.375   40.425   23.49    315.2    1282   5          
-67.375   40.475   23.47    203.4    1283   5          
-67.375   40.525   23.45    153.5    1284   5          
-67.375   40.575   23.43    112.0    1285   4          
-67.375   40.625   23.42    97.6     1286   4          
-67.375   40.675   23.40    95.8     1287   4          
-67.375   40.725   23.38    95.1     1288   4          
-67.375   40.775   23.36    91.8     1289   4          
-67.375   40.825   23.35    87.7     1290   4          
-67.375   40.875   23.33    82.4     1291   4          
-67.375   40.925   23.31    77.8     1292   4          
-67.375   40.975   23.29    71.8     1293   4          
-67.375   41.025   23.27    66.6     1294   4          
-67.375   41.075   23.26    62.4     1295   4          
-67.375   41.125   23.24    58.4     1296   2          
-67.375   41.175   23.22    54.6     1297   2          
-67.375   41.225   23.20    50.9     1298   2          
-67.375   41.275   23.19    42.4     1299   2          
-67.375   41.325   23.17    43.0     1300   2          
-67.375   41.375   23.15    42.0     1301   2          
-67.375   41.425   23.13    44.2     1302   2          
-67.375   41.475   23.12    40.5     1303   2          
-67.375   41.525   23.10    49.9     1304   2          
-67.375   41.575   23.08    55.2     1305   2          
-67.375   41.625   23.06    42.3     1306   2          
-67.375   41.675   23.04    47.9     1307   2          
-67.375   41.725   23.03    25.5     1308   2          
-67.375   41.775   23.01    41.7     1309   2          
-67.375   41.825   22.99    50.4     1310   2          
-67.375   41.875   22.97    57.6     1311   2          
-67.375   41.925   22.95    21.0     1312   2          
-67.375   41.975   22.94    37.6     1313   2          
-67.375   42.025   22.92    49.8     1314   2          
-67.375   42.075   22.90    50.9     1315   2          
-67.375   42.125   22.88    102.0    1316   1          
-67.375   42.175   22.86    194.2    1317   1          
-67.375   42.225   22.85    248.4    1318   1          
-67.375   42.275   22.83    285.5    1319   1          
-67.375   42.325   22.81    311.4    1320   1          
-67.375   42.375   22.79    330.2    1321   1          
-67.325   40.325   23.52    1532.3   1322   5          
-67.325   40.375   23.50    1101.7   1323   5          
-67.325   40.425   23.49    413.2    1324   5          
-67.325   40.475   23.47    207.2    1325   5          
-67.325   40.525   23.45    151.0    1326   5          
-67.325   40.575   23.43    122.2    1327   4          
-67.325   40.625   23.42    99.2     1328   4          
-67.325   40.675   23.40    95.6     1329   4          
-67.325   40.725   23.38    95.2     1330   4          
-67.325   40.775   23.36    93.1     1331   4          
-67.325   40.825   23.35    89.8     1332   4          
-67.325   40.875   23.33    84.5     1333   4          
-67.325   40.925   23.31    78.5     1334   4          
-67.325   40.975   23.29    71.8     1335   4          
-67.325   41.025   23.27    68.3     1336   4          
-67.325   41.075   23.26    63.4     1337   4          
-67.325   41.125   23.24    59.6     1338   2          
-67.325   41.175   23.22    55.3     1339   2          
-67.325   41.225   23.20    53.3     1340   2          
-67.325   41.275   23.19    49.6     1341   2          
-67.325   41.325   23.17    44.7     1342   2          
-67.325   41.375   23.15    44.5     1343   2          
-67.325   41.425   23.13    41.9     1344   2          
-67.325   41.475   23.12    51.0     1345   2          
-67.325   41.525   23.10    32.5     1346   2          
-67.325   41.575   23.08    40.9     1347   2          
-67.325   41.625   23.06    50.0     1348   2          
-67.325   41.675   23.04    45.7     1349   2          
-67.325   41.725   23.03    44.7     1350   2          
-67.325   41.775   23.01    56.2     1351   2          
-67.325   41.825   22.99    50.0     1352   2          
-67.325   41.875   22.97    47.9     1353   2          
-67.325   41.925   22.95    46.6     1354   2          
-67.325   41.975   22.94    54.5     1355   2          
-67.325   42.025   22.92    48.2     1356   2          
-67.325   42.075   22.90    50.8     1357   2          
-67.325   42.125   22.88    86.0     1358   2          
-67.325   42.175   22.86    183.2    1359   1          
-67.325   42.225   22.85    247.5    1360   1          
-67.325   42.275   22.83    282.2    1361   1          
-67.325   42.325   22.81    316.2    1362   1          
-67.325   42.375   22.79    335.0    1363   1          
-67.275   40.325   23.52    1767.8   1364   5          
-67.275   40.375   23.50    1249.4   1365   5          
-67.275   40.425   23.49    638.4    1366   5          
-67.275   40.475   23.47    242.4    1367   5          
-67.275   40.525   23.45    150.9    1368   5          
-67.275   40.575   23.43    125.6    1369   4          
-67.275   40.625   23.42    107.0    1370   4          
-67.275   40.675   23.40    97.1     1371   4          
-67.275   40.725   23.38    97.2     1372   4          
-67.275   40.775   23.36    92.3     1373   4          
-67.275   40.825   23.35    91.8     1374   4          
-67.275   40.875   23.33    84.8     1375   4          
-67.275   40.925   23.31    79.2     1376   4          
-67.275   40.975   23.29    75.5     1377   4          
-67.275   41.025   23.27    68.1     1378   4          
-67.275   41.075   23.26    64.7     1379   4          
-67.275   41.125   23.24    59.5     1380   2          
-67.275   41.175   23.22    58.7     1381   2          
-67.275   41.225   23.20    53.9     1382   2          
-67.275   41.275   23.19    46.9     1383   2          
-67.275   41.325   23.17    49.5     1384   2          
-67.275   41.375   23.15    48.4     1385   2          
-67.275   41.425   23.13    46.1     1386   2          
-67.275   41.475   23.12    43.2     1387   2          
-67.275   41.525   23.10    47.5     1388   2          
-67.275   41.575   23.08    60.2     1389   2          
-67.275   41.625   23.06    50.3     1390   2          
-67.275   41.675   23.04    46.7     1391   2          
-67.275   41.725   23.03    55.5     1392   2          
-67.275   41.775   23.01    50.1     1393   2          
-67.275   41.825   22.99    48.7     1394   2          
-67.275   41.875   22.97    47.3     1395   2          
-67.275   41.925   22.95    49.5     1396   2          
-67.275   41.975   22.94    49.9     1397   2          
-67.275   42.025   22.92    42.7     1398   2          
-67.275   42.075   22.90    45.9     1399   2          
-67.275   42.125   22.88    82.2     1400   2          
-67.275   42.175   22.86    164.5    1401   1          
-67.275   42.225   22.85    219.0    1402   1          
-67.275   42.275   22.83    280.9    1403   1          
-67.275   42.325   22.81    318.9    1404   1          
-67.275   42.375   22.79    339.5    1405   1          
-67.225   40.375   23.50    1575.0   1406   5          
-67.225   40.425   23.49    1007.9   1407   5          
-67.225   40.475   23.47    348.1    1408   5          
-67.225   40.525   23.45    166.7    1409   5          
-67.225   40.575   23.43    127.8    1410   4          
-67.225   40.625   23.42    108.3    1411   4          
-67.225   40.675   23.40    100.3    1412   4          
-67.225   40.725   23.38    94.3     1413   4          
-67.225   40.775   23.36    95.4     1414   4          
-67.225   40.825   23.35    91.6     1415   4          
-67.225   40.875   23.33    85.1     1416   4          
-67.225   40.925   23.31    84.5     1417   4          
-67.225   40.975   23.29    75.3     1418   4          
-67.225   41.025   23.27    69.4     1419   4          
-67.225   41.075   23.26    64.0     1420   4          
-67.225   41.125   23.24    60.6     1421   2          
-67.225   41.175   23.22    59.6     1422   2          
-67.225   41.225   23.20    56.1     1423   2          
-67.225   41.275   23.19    55.5     1424   2          
-67.225   41.325   23.17    51.3     1425   2          
-67.225   41.375   23.15    47.6     1426   2          
-67.225   41.425   23.13    46.8     1427   2          
-67.225   41.475   23.12    50.2     1428   2          
-67.225   41.525   23.10    52.3     1429   2          
-67.225   41.575   23.08    52.7     1430   2          
-67.225   41.625   23.06    37.1     1431   2          
-67.225   41.675   23.04    51.9     1432   2          
-67.225   41.725   23.03    56.2     1433   2          
-67.225   41.775   23.01    50.3     1434   2          
-67.225   41.825   22.99    48.2     1435   2          
-67.225   41.875   22.97    52.4     1436   2          
-67.225   41.925   22.95    55.3     1437   2          
-67.225   41.975   22.94    50.5     1438   2          
-67.225   42.025   22.92    50.8     1439   2          
-67.225   42.075   22.90    46.6     1440   2          
-67.225   42.125   22.88    79.7     1441   2          
-67.225   42.175   22.86    158.3    1442   1          
-67.225   42.225   22.85    221.6    1443   1          
-67.225   42.275   22.83    279.6    1444   1          
-67.225   42.325   22.81    315.9    1445   1          
-67.225   42.375   22.79    344.8    1446   1          
-67.175   40.375   23.50    1724.3   1447   5          
-67.175   40.425   23.49    1228.7   1448   5          
-67.175   40.475   23.47    425.6    1449   5          
-67.175   40.525   23.45    198.3    1450   5          
-67.175   40.575   23.43    167.1    1451   5          
-67.175   40.625   23.42    112.2    1452   4          
-67.175   40.675   23.40    102.7    1453   4          
-67.175   40.725   23.38    99.8     1454   4          
-67.175   40.775   23.36    95.7     1455   4          
-67.175   40.825   23.35    90.7     1456   4          
-67.175   40.875   23.33    86.7     1457   4          
-67.175   40.925   23.31    84.2     1458   4          
-67.175   40.975   23.29    76.1     1459   4          
-67.175   41.025   23.27    67.4     1460   4          
-67.175   41.075   23.26    66.6     1461   4          
-67.175   41.125   23.24    59.7     1462   2          
-67.175   41.175   23.22    62.8     1463   2          
-67.175   41.225   23.20    58.3     1464   2          
-67.175   41.275   23.19    54.6     1465   2          
-67.175   41.325   23.17    51.2     1466   2          
-67.175   41.375   23.15    51.5     1467   2          
-67.175   41.425   23.13    51.4     1468   2          
-67.175   41.475   23.12    53.3     1469   2          
-67.175   41.525   23.10    54.3     1470   2          
-67.175   41.575   23.08    49.4     1471   2          
-67.175   41.625   23.06    49.2     1472   2          
-67.175   41.675   23.04    53.7     1473   2          
-67.175   41.725   23.03    55.5     1474   2          
-67.175   41.775   23.01    51.4     1475   2          
-67.175   41.825   22.99    55.2     1476   2          
-67.175   41.875   22.97    57.6     1477   2          
-67.175   41.925   22.95    55.4     1478   2          
-67.175   41.975   22.94    48.8     1479   2          
-67.175   42.025   22.92    52.5     1480   2          
-67.175   42.075   22.90    48.0     1481   2          
-67.175   42.125   22.88    71.4     1482   3          
-67.175   42.175   22.86    143.9    1483   3          
-67.175   42.225   22.85    209.8    1484   1          
-67.175   42.275   22.83    277.9    1485   1          
-67.175   42.325   22.81    312.2    1486   1          
-67.175   42.375   22.79    346.3    1487   1          
-67.125   40.425   23.49    1376.0   1488   5          
-67.125   40.475   23.47    674.7    1489   5          
-67.125   40.525   23.45    260.6    1490   5          
-67.125   40.575   23.43    181.0    1491   5          
-67.125   40.625   23.42    145.2    1492   4          
-67.125   40.675   23.40    109.6    1493   4          
-67.125   40.725   23.38    103.0    1494   4          
-67.125   40.775   23.36    95.4     1495   4          
-67.125   40.825   23.35    91.9     1496   4          
-67.125   40.875   23.33    87.3     1497   4          
-67.125   40.925   23.31    82.0     1498   4          
-67.125   40.975   23.29    76.7     1499   4          
-67.125   41.025   23.27    67.4     1500   4          
-67.125   41.075   23.26    65.5     1501   4          
-67.125   41.125   23.24    62.9     1502   2          
-67.125   41.175   23.22    59.2     1503   2          
-67.125   41.225   23.20    62.2     1504   2          
-67.125   41.275   23.19    57.5     1505   2          
-67.125   41.325   23.17    56.9     1506   2          
-67.125   41.375   23.15    55.2     1507   2          
-67.125   41.425   23.13    52.2     1508   2          
-67.125   41.475   23.12    54.8     1509   2          
-67.125   41.525   23.10    55.3     1510   2          
-67.125   41.575   23.08    52.2     1511   2          
-67.125   41.625   23.06    52.6     1512   2          
-67.125   41.675   23.04    58.4     1513   2          
-67.125   41.725   23.03    51.8     1514   2          
-67.125   41.775   23.01    58.9     1515   2          
-67.125   41.825   22.99    58.6     1516   2          
-67.125   41.875   22.97    52.7     1517   2          
-67.125   41.925   22.95    46.8     1518   2          
-67.125   41.975   22.94    56.7     1519   2          
-67.125   42.025   22.92    48.7     1520   2          
-67.125   42.075   22.90    53.2     1521   2          
-67.125   42.125   22.88    60.2     1522   3          
-67.125   42.175   22.86    133.5    1523   3          
-67.125   42.225   22.85    212.8    1524   1          
-67.125   42.275   22.83    272.4    1525   1          
-67.125   42.325   22.81    313.2    1526   1          
-67.125   42.375   22.79    349.0    1527   1          
-67.075   40.425   23.49    1544.4   1528   5          
-67.075   40.475   23.47    799.7    1529   5          
-67.075   40.525   23.45    384.4    1530   5          
-67.075   40.575   23.43    243.2    1531   5          
-67.075   40.625   23.42    176.6    1532   5          
-67.075   40.675   23.40    126.3    1533   4          
-67.075   40.725   23.38    102.5    1534   4          
-67.075   40.775   23.36    93.6     1535   4          
-67.075   40.825   23.35    92.7     1536   4          
-67.075   40.875   23.33    89.2     1537   4          
-67.075   40.925   23.31    81.2     1538   4          
-67.075   40.975   23.29    73.9     1539   4          
-67.075   41.025   23.27    67.0     1540   4          
-67.075   41.075   23.26    66.2     1541   4          
-67.075   41.125   23.24    64.7     1542   4          
-67.075   41.175   23.22    66.1     1543   4          
-67.075   41.225   23.20    61.5     1544   2          
-67.075   41.275   23.19    62.3     1545   2          
-67.075   41.325   23.17    59.8     1546   2          
-67.075   41.375   23.15    58.7     1547   2          
-67.075   41.425   23.13    58.7     1548   2          
-67.075   41.475   23.12    57.2     1549   2          
-67.075   41.525   23.10    56.2     1550   2          
-67.075   41.575   23.08    56.2     1551   2          
-67.075   41.625   23.06    56.3     1552   2          
-67.075   41.675   23.04    59.3     1553   2          
-67.075   41.725   23.03    58.7     1554   2          
-67.075   41.775   23.01    54.5     1555   2          
-67.075   41.825   22.99    60.2     1556   2          
-67.075   41.875   22.97    51.0     1557   2          
-67.075   41.925   22.95    61.4     1558   2          
-67.075   41.975   22.94    64.2     1559   2          
-67.075   42.025   22.92    59.4     1560   2          
-67.075   42.075   22.90    53.7     1561   2          
-67.075   42.125   22.88    64.3     1562   3          
-67.075   42.175   22.86    122.9    1563   3          
-67.075   42.225   22.85    207.4    1564   1          
-67.075   42.275   22.83    269.4    1565   1          
-67.075   42.325   22.81    316.6    1566   1          
-67.075   42.375   22.79    353.9    1567   1          
-67.025   40.475   23.47    1209.8   1568   5          
-67.025   40.525   23.45    453.3    1569   5          
-67.025   40.575   23.43    557.5    1570   5          
-67.025   40.625   23.42    392.2    1571   5          
-67.025   40.675   23.40    159.6    1572   5          
-67.025   40.725   23.38    112.6    1573   4          
-67.025   40.775   23.36    98.5     1574   4          
-67.025   40.825   23.35    91.8     1575   4          
-67.025   40.875   23.33    87.4     1576   4          
-67.025   40.925   23.31    79.1     1577   4          
-67.025   40.975   23.29    76.9     1578   4          
-67.025   41.025   23.27    70.8     1579   4          
-67.025   41.075   23.26    70.9     1580   4          
-67.025   41.125   23.24    66.1     1581   4          
-67.025   41.175   23.22    65.0     1582   4          
-67.025   41.225   23.20    64.7     1583   4          
-67.025   41.275   23.19    63.7     1584   4          
-67.025   41.325   23.17    62.8     1585   2          
-67.025   41.375   23.15    61.4     1586   2          
-67.025   41.425   23.13    64.2     1587   2          
-67.025   41.475   23.12    61.4     1588   2          
-67.025   41.525   23.10    59.3     1589   2          
-67.025   41.575   23.08    59.8     1590   2          
-67.025   41.625   23.06    58.5     1591   2          
-67.025   41.675   23.04    63.2     1592   2          
-67.025   41.725   23.03    62.9     1593   2          
-67.025   41.775   23.01    61.1     1594   2          
-67.025   41.825   22.99    62.6     1595   2          
-67.025   41.875   22.97    60.6     1596   2          
-67.025   41.925   22.95    56.9     1597   2          
-67.025   41.975   22.94    64.1     1598   3          
-67.025   42.025   22.92    62.6     1599   3          
-67.025   42.075   22.90    58.4     1600   2          
-67.025   42.125   22.88    65.0     1601   3          
-67.025   42.175   22.86    132.2    1602   3          
-67.025   42.225   22.85    211.9    1603   1          
-67.025   42.275   22.83    276.9    1604   1          
-67.025   42.325   22.81    318.2    1605   1          
-67.025   42.375   22.79    348.2    1606   1          
-66.975   40.475   23.47    1550.7   1607   5          
-66.975   40.525   23.45    980.3    1608   5          
-66.975   40.575   23.43    1114.1   1609   5          
-66.975   40.625   23.42    357.5    1610   5          
-66.975   40.675   23.40    161.1    1611   5          
-66.975   40.725   23.38    121.7    1612   4          
-66.975   40.775   23.36    101.5    1613   4          
-66.975   40.825   23.35    95.5     1614   4          
-66.975   40.875   23.33    88.0     1615   4          
-66.975   40.925   23.31    82.1     1616   4          
-66.975   40.975   23.29    75.4     1617   4          
-66.975   41.025   23.27    70.5     1618   4          
-66.975   41.075   23.26    70.1     1619   4          
-66.975   41.125   23.24    65.8     1620   4          
-66.975   41.175   23.22    67.1     1621   4          
-66.975   41.225   23.20    66.0     1622   4          
-66.975   41.275   23.19    65.9     1623   4          
-66.975   41.325   23.17    65.6     1624   4          
-66.975   41.375   23.15    64.1     1625   4          
-66.975   41.425   23.13    66.5     1626   2          
-66.975   41.475   23.12    64.1     1627   2          
-66.975   41.525   23.10    60.8     1628   2          
-66.975   41.575   23.08    61.1     1629   2          
-66.975   41.625   23.06    58.5     1630   2          
-66.975   41.675   23.04    61.2     1631   2          
-66.975   41.725   23.03    60.2     1632   2          
-66.975   41.775   23.01    56.9     1633   2          
-66.975   41.825   22.99    62.5     1634   2          
-66.975   41.875   22.97    62.7     1635   2          
-66.975   41.925   22.95    55.2     1636   2          
-66.975   41.975   22.94    63.0     1637   3          
-66.975   42.025   22.92    54.1     1638   2          
-66.975   42.075   22.90    62.6     1639   3          
-66.975   42.125   22.88    67.9     1640   3          
-66.975   42.175   22.86    140.2    1641   3          
-66.975   42.225   22.85    223.0    1642   1          
-66.975   42.275   22.83    284.1    1643   1          
-66.975   42.325   22.81    322.9    1644   1          
-66.975   42.375   22.79    347.2    1645   1          
-66.925   40.525   23.45    1480.2   1646   5          
-66.925   40.575   23.43    1046.4   1647   5          
-66.925   40.625   23.42    274.6    1648   5          
-66.925   40.675   23.40    174.4    1649   5          
-66.925   40.725   23.38    129.7    1650   4          
-66.925   40.775   23.36    106.2    1651   4          
-66.925   40.825   23.35    96.0     1652   4          
-66.925   40.875   23.33    90.4     1653   4          
-66.925   40.925   23.31    84.1     1654   4          
-66.925   40.975   23.29    76.6     1655   4          
-66.925   41.025   23.27    69.6     1656   4          
-66.925   41.075   23.26    70.1     1657   4          
-66.925   41.125   23.24    67.4     1658   4          
-66.925   41.175   23.22    69.6     1659   4          
-66.925   41.225   23.20    67.4     1660   4          
-66.925   41.275   23.19    66.8     1661   4          
-66.925   41.325   23.17    69.7     1662   4          
-66.925   41.375   23.15    65.1     1663   3          
-66.925   41.425   23.13    68.1     1664   3          
-66.925   41.475   23.12    67.4     1665   2          
-66.925   41.525   23.10    64.1     1666   2          
-66.925   41.575   23.08    63.3     1667   2          
-66.925   41.625   23.06    61.1     1668   2          
-66.925   41.675   23.04    60.7     1669   2          
-66.925   41.725   23.03    52.4     1670   2          
-66.925   41.775   23.01    63.2     1671   2          
-66.925   41.825   22.99    59.0     1672   2          
-66.925   41.875   22.97    57.6     1673   2          
-66.925   41.925   22.95    61.5     1674   3          
-66.925   41.975   22.94    60.4     1675   3          
-66.925   42.025   22.92    64.1     1676   3          
-66.925   42.075   22.90    62.8     1677   3          
-66.925   42.125   22.88    68.3     1678   3          
-66.925   42.175   22.86    143.0    1679   3          
-66.925   42.225   22.85    229.8    1680   1          
-66.925   42.275   22.83    287.0    1681   1          
-66.925   42.325   22.81    324.9    1682   1          
-66.925   42.375   22.79    346.4    1683   1          
-66.875   40.525   23.45    1669.4   1684   5          
-66.875   40.575   23.43    1041.9   1685   5          
-66.875   40.625   23.42    459.4    1686   5          
-66.875   40.675   23.40    228.0    1687   5          
-66.875   40.725   23.38    163.7    1688   5          
-66.875   40.775   23.36    109.7    1689   4          
-66.875   40.825   23.35    99.7     1690   4          
-66.875   40.875   23.33    93.8     1691   4          
-66.875   40.925   23.31    88.8     1692   4          
-66.875   40.975   23.29    79.7     1693   4          
-66.875   41.025   23.27    71.5     1694   4          
-66.875   41.075   23.26    69.6     1695   4          
-66.875   41.125   23.24    70.8     1696   4          
-66.875   41.175   23.22    73.1     1697   4          
-66.875   41.225   23.20    69.6     1698   4          
-66.875   41.275   23.19    69.7     1699   4          
-66.875   41.325   23.17    71.3     1700   4          
-66.875   41.375   23.15    70.8     1701   3          
-66.875   41.425   23.13    69.4     1702   3          
-66.875   41.475   23.12    69.0     1703   3          
-66.875   41.525   23.10    67.2     1704   2          
-66.875   41.575   23.08    64.5     1705   2          
-66.875   41.625   23.06    63.4     1706   2          
-66.875   41.675   23.04    60.9     1707   2          
-66.875   41.725   23.03    61.7     1708   2          
-66.875   41.775   23.01    66.4     1709   2          
-66.875   41.825   22.99    65.3     1710   3          
-66.875   41.875   22.97    64.2     1711   3          
-66.875   41.925   22.95    66.9     1712   3          
-66.875   41.975   22.94    66.1     1713   3          
-66.875   42.025   22.92    65.4     1714   3          
-66.875   42.075   22.90    68.8     1715   3          
-66.875   42.125   22.88    74.4     1716   3          
-66.875   42.175   22.86    151.5    1717   1          
-66.875   42.225   22.85    230.9    1718   1          
-66.875   42.275   22.83    286.4    1719   1          
-66.875   42.325   22.81    315.8    1720   1          
-66.875   42.375   22.79    347.8    1721   1          
-66.825   40.575   23.43    1293.5   1722   5          
-66.825   40.625   23.42    800.6    1723   5          
-66.825   40.675   23.40    360.9    1724   5          
-66.825   40.725   23.38    208.9    1725   5          
-66.825   40.775   23.36    133.9    1726   4          
-66.825   40.825   23.35    104.3    1727   4          
-66.825   40.875   23.33    92.8     1728   4          
-66.825   40.925   23.31    90.5     1729   4          
-66.825   40.975   23.29    77.4     1730   4          
-66.825   41.025   23.27    70.5     1731   4          
-66.825   41.075   23.26    73.5     1732   4          
-66.825   41.125   23.24    71.6     1733   4          
-66.825   41.175   23.22    69.9     1734   4          
-66.825   41.225   23.20    72.1     1735   4          
-66.825   41.275   23.19    72.0     1736   4          
-66.825   41.325   23.17    69.4     1737   3          
-66.825   41.375   23.15    73.8     1738   3          
-66.825   41.425   23.13    70.8     1739   3          
-66.825   41.475   23.12    69.6     1740   3          
-66.825   41.525   23.10    70.2     1741   2          
-66.825   41.575   23.08    66.8     1742   2          
-66.825   41.625   23.06    64.1     1743   2          
-66.825   41.675   23.04    64.5     1744   2          
-66.825   41.725   23.03    66.8     1745   2          
-66.825   41.775   23.01    67.0     1746   3          
-66.825   41.825   22.99    66.1     1747   3          
-66.825   41.875   22.97    64.2     1748   3          
-66.825   41.925   22.95    60.3     1749   3          
-66.825   41.975   22.94    62.7     1750   3          
-66.825   42.025   22.92    68.9     1751   3          
-66.825   42.075   22.90    66.7     1752   3          
-66.825   42.125   22.88    75.9     1753   3          
-66.825   42.175   22.86    160.4    1754   1          
-66.825   42.225   22.85    233.7    1755   1          
-66.825   42.275   22.83    282.4    1756   1          
-66.825   42.325   22.81    305.6    1757   1          
-66.825   42.375   22.79    329.0    1758   1          
-66.775   40.575   23.43    1635.2   1759   5          
-66.775   40.625   23.42    1290.3   1760   5          
-66.775   40.675   23.40    472.3    1761   5          
-66.775   40.725   23.38    339.6    1762   5          
-66.775   40.775   23.36    199.8    1763   5          
-66.775   40.825   23.35    111.2    1764   4          
-66.775   40.875   23.33    98.4     1765   4          
-66.775   40.925   23.31    93.6     1766   4          
-66.775   40.975   23.29    82.5     1767   4          
-66.775   41.025   23.27    74.3     1768   4          
-66.775   41.075   23.26    76.1     1769   4          
-66.775   41.125   23.24    75.2     1770   4          
-66.775   41.175   23.22    71.7     1771   4          
-66.775   41.225   23.20    74.7     1772   4          
-66.775   41.275   23.19    71.8     1773   3          
-66.775   41.325   23.17    74.1     1774   3          
-66.775   41.375   23.15    77.1     1775   3          
-66.775   41.425   23.13    74.0     1776   3          
-66.775   41.475   23.12    72.5     1777   3          
-66.775   41.525   23.10    73.2     1778   3          
-66.775   41.575   23.08    70.2     1779   2          
-66.775   41.625   23.06    65.7     1780   2          
-66.775   41.675   23.04    65.7     1781   2          
-66.775   41.725   23.03    65.1     1782   3          
-66.775   41.775   23.01    66.0     1783   3          
-66.775   41.825   22.99    66.4     1784   3          
-66.775   41.875   22.97    64.2     1785   3          
-66.775   41.925   22.95    62.2     1786   3          
-66.775   41.975   22.94    65.7     1787   3          
-66.775   42.025   22.92    70.0     1788   3          
-66.775   42.075   22.90    68.4     1789   3          
-66.775   42.125   22.88    82.5     1790   3          
-66.775   42.175   22.86    172.1    1791   1          
-66.775   42.225   22.85    235.0    1792   1          
-66.775   42.275   22.83    280.7    1793   1          
-66.775   42.325   22.81    308.0    1794   1          
-66.775   42.375   22.79    327.1    1795   1          
-66.725   40.625   23.42    1413.4   1796   5          
-66.725   40.675   23.40    937.8    1797   5          
-66.725   40.725   23.38    512.3    1798   5          
-66.725   40.775   23.36    348.2    1799   5          
-66.725   40.825   23.35    165.0    1800   5          
-66.725   40.875   23.33    107.2    1801   4          
-66.725   40.925   23.31    95.9     1802   4          
-66.725   40.975   23.29    83.7     1803   4          
-66.725   41.025   23.27    76.8     1804   4          
-66.725   41.075   23.26    78.0     1805   4          
-66.725   41.125   23.24    75.7     1806   4          
-66.725   41.175   23.22    74.8     1807   4          
-66.725   41.225   23.20    72.8     1808   4          
-66.725   41.275   23.19    72.7     1809   3          
-66.725   41.325   23.17    76.7     1810   3          
-66.725   41.375   23.15    78.8     1811   3          
-66.725   41.425   23.13    78.1     1812   3          
-66.725   41.475   23.12    76.6     1813   3          
-66.725   41.525   23.10    75.7     1814   3          
-66.725   41.575   23.08    73.7     1815   3          
-66.725   41.625   23.06    68.9     1816   3          
-66.725   41.675   23.04    65.5     1817   3          
-66.725   41.725   23.03    63.4     1818   3          
-66.725   41.775   23.01    66.0     1819   3          
-66.725   41.825   22.99    68.1     1820   3          
-66.725   41.875   22.97    66.7     1821   3          
-66.725   41.925   22.95    70.5     1822   3          
-66.725   41.975   22.94    69.5     1823   3          
-66.725   42.025   22.92    69.8     1824   3          
-66.725   42.075   22.90    70.7     1825   3          
-66.725   42.125   22.88    84.9     1826   3          
-66.725   42.175   22.86    187.5    1827   1          
-66.725   42.225   22.85    238.5    1828   1          
-66.725   42.275   22.83    279.0    1829   1          
-66.725   42.325   22.81    306.2    1830   1          
-66.725   42.375   22.79    333.0    1831   1          
-66.675   40.625   23.42    1611.9   1832   5          
-66.675   40.675   23.40    1096.9   1833   5          
-66.675   40.725   23.38    981.1    1834   5          
-66.675   40.775   23.36    745.7    1835   5          
-66.675   40.825   23.35    264.7    1836   5          
-66.675   40.875   23.33    115.9    1837   4          
-66.675   40.925   23.31    100.8    1838   4          
-66.675   40.975   23.29    88.1     1839   4          
-66.675   41.025   23.27    79.6     1840   4          
-66.675   41.075   23.26    79.9     1841   4          
-66.675   41.125   23.24    79.4     1842   4          
-66.675   41.175   23.22    75.2     1843   4          
-66.675   41.225   23.20    74.7     1844   3          
-66.675   41.275   23.19    80.8     1845   3          
-66.675   41.325   23.17    80.3     1846   3          
-66.675   41.375   23.15    80.4     1847   3          
-66.675   41.425   23.13    80.6     1848   3          
-66.675   41.475   23.12    79.3     1849   3          
-66.675   41.525   23.10    77.7     1850   3          
-66.675   41.575   23.08    76.1     1851   3          
-66.675   41.625   23.06    72.3     1852   3          
-66.675   41.675   23.04    66.2     1853   3          
-66.675   41.725   23.03    65.3     1854   3          
-66.675   41.775   23.01    67.4     1855   3          
-66.675   41.825   22.99    69.5     1856   3          
-66.675   41.875   22.97    69.7     1857   3          
-66.675   41.925   22.95    68.4     1858   3          
-66.675   41.975   22.94    69.3     1859   3          
