longitude latitude PGA(g)	
103.309330 3.154980 0.031799
103.309330 3.354980 0.029943
103.309330 3.554980 0.027728
103.309330 3.754980 0.026094
103.309330 3.954980 0.024742
103.309330 4.154980 0.023555
103.309330 4.354980 0.022236
103.309330 4.554980 0.020878
103.309330 4.754980 0.019786
103.309330 4.954980 0.018712
103.509330 -4.845020 0.290144
103.509330 -4.645020 0.276228
103.509330 -4.445020 0.267921
103.509330 -4.245020 0.261860
103.509330 -4.045020 0.258599
103.509330 -3.845020 0.257698
103.509330 -3.645020 0.257065
103.509330 -3.445020 0.256470
103.509330 -3.245020 0.256044
103.509330 -3.045020 0.256044
103.509330 -2.845020 0.256470
103.509330 -2.645020 0.257113
103.509330 -2.445020 0.257910
103.509330 -2.245020 0.258634
103.509330 -2.045020 0.259412
103.509330 -1.845020 0.260163
103.509330 -1.645020 0.261022
103.509330 -1.445020 0.253062
103.509330 -1.245020 0.225566
103.509330 -1.045020 0.194154
103.509330 -0.845020 0.186940
103.509330 -0.445020 0.187721
103.509330 -0.245020 0.209911
103.509330 -0.045020 0.235592
103.509330 0.154980 0.236200
103.509330 0.354980 0.230214
103.509330 0.754980 0.186447
103.509330 1.354980 0.118166
103.509330 1.554980 0.100685
103.509330 1.754980 0.085958
103.509330 1.954980 0.074175
103.509330 2.154980 0.063670
103.509330 2.354980 0.054548
103.509330 2.554980 0.046990
103.509330 2.754980 0.038925
103.709330 -4.845020 0.274989
103.709330 -4.645020 0.266572
103.709330 -4.445020 0.260639
103.709330 -4.245020 0.257224
103.709330 -4.045020 0.255199
103.709330 -3.845020 0.254581
103.709330 -3.645020 0.254366
103.709330 -3.445020 0.254354
103.709330 -3.245020 0.254565
103.709330 -3.045020 0.254989
103.709330 -2.845020 0.255635
103.709330 -2.645020 0.256287
103.709330 -2.445020 0.257113
103.709330 -2.245020 0.257910
103.709330 -2.045020 0.258634
103.709330 -1.845020 0.259412
103.709330 -1.645020 0.251524
103.709330 -1.445020 0.224243
103.709330 -1.245020 0.193134
103.709330 -1.045020 0.162618
103.709330 0.154980 0.188548
103.709330 0.754980 0.145927
103.709330 1.354980 0.100353
103.709330 1.554980 0.085958
103.709330 1.754980 0.074400
103.709330 1.954980 0.064603
103.709330 2.154980 0.056629
103.709330 2.354980 0.049460
103.709330 2.554980 0.042422
103.909330 -5.045020 0.273569
103.909330 -4.845020 0.265190
103.909330 -4.645020 0.259328
103.909330 -4.445020 0.255794
103.909330 -4.245020 0.253954
103.909330 -4.045020 0.252930
103.909330 -3.845020 0.252271
103.909330 -3.645020 0.252477
103.909330 -3.445020 0.252891
103.909330 -3.245020 0.253515
103.909330 -3.045020 0.254144
103.909330 -2.845020 0.254781
103.909330 -2.645020 0.255620
103.909330 -2.445020 0.256287
103.909330 -2.245020 0.257113
103.909330 -2.045020 0.257762
103.909330 -1.845020 0.250049
103.909330 -1.645020 0.223072
103.909330 -1.445020 0.192141
103.909330 -1.245020 0.161853
103.909330 -1.045020 0.136639
103.909330 0.954980 0.107933
103.909330 1.354980 0.085692
103.909330 1.554980 0.074175
103.909330 1.754980 0.064603
103.909330 1.954980 0.056756
103.909330 2.154980 0.050056
103.909330 2.354980 0.044101
104.109330 -5.445020 0.287637
104.109330 -5.245020 0.272370
104.109330 -5.045020 0.263813
104.109330 -4.845020 0.258120
104.109330 -4.645020 0.254389
104.109330 -4.445020 0.252524
104.109330 -4.245020 0.251591
104.109330 -4.045020 0.250761
104.109330 -3.845020 0.250889
104.109330 -3.645020 0.251312
104.109330 -3.445020 0.252009
104.109330 -3.245020 0.252639
104.109330 -3.045020 0.253307
104.109330 -2.845020 0.254144
104.109330 -2.645020 0.254777
104.109330 -2.445020 0.255620
104.109330 -2.245020 0.256287
104.109330 -2.045020 0.257113
104.109330 -1.845020 0.249312
104.109330 -1.645020 0.209186
104.109330 -1.445020 0.165440
104.109330 -1.245020 0.136126
104.109330 -1.045020 0.114994
104.109330 1.154980 0.080768
104.109330 1.554980 0.064407
104.109330 1.754980 0.056629
104.109330 1.954980 0.050077
104.309330 -5.645020 0.302850
104.309330 -5.445020 0.279126
104.309330 -5.245020 0.264990
104.309330 -5.045020 0.256772
104.309330 -4.845020 0.253003
104.309330 -4.645020 0.251117
104.309330 -4.445020 0.250144
104.309330 -4.245020 0.249424
104.309330 -4.045020 0.249424
104.309330 -3.845020 0.249840
104.309330 -3.645020 0.250468
104.309330 -3.445020 0.251100
104.309330 -3.245020 0.251800
104.309330 -3.045020 0.252639
104.309330 -2.845020 0.253307
104.309330 -2.645020 0.253934
104.309330 -2.445020 0.254777
104.309330 -2.245020 0.255419
104.309330 -2.045020 0.247845
104.309330 -1.845020 0.221320
104.309330 -1.645020 0.190711
104.309330 -1.445020 0.154716
104.309330 -1.245020 0.123591
104.309330 -0.445020 0.082460
104.309330 0.154980 0.091705
104.309330 0.354980 0.091136
104.309330 0.754980 0.080379
104.509330 -5.645020 0.285997
104.509330 -5.445020 0.269435
104.509330 -5.245020 0.259435
104.509330 -5.045020 0.253200
104.509330 -4.845020 0.250035
104.509330 -4.645020 0.248722
104.509330 -4.445020 0.247985
104.509330 -4.245020 0.248053
104.509330 -4.045020 0.248394
104.509330 -3.845020 0.248890
104.509330 -3.645020 0.249632
104.509330 -3.445020 0.250258
104.509330 -3.245020 0.251100
104.509330 -3.045020 0.251800
104.509330 -2.845020 0.252639
104.509330 -2.645020 0.253307
104.509330 -2.445020 0.253934
104.509330 -2.245020 0.254777
104.509330 -2.045020 0.247065
104.509330 -0.445020 0.068276
104.509330 -0.245020 0.072235
104.509330 -0.045020 0.074175
104.509330 0.954980 0.061495
104.509330 1.154980 0.056339
104.709330 -5.445020 0.262612
104.709330 -5.245020 0.254204
104.709330 -5.045020 0.250236
104.709330 -4.845020 0.248189
104.709330 -4.645020 0.246813
104.709330 -4.445020 0.246608
104.709330 -4.245020 0.246854
104.709330 -4.045020 0.247486
104.709330 -3.845020 0.248261
104.709330 -3.645020 0.248890
104.709330 -3.445020 0.249632
104.709330 -3.245020 0.250258
104.709330 -3.045020 0.251100
104.709330 -2.845020 0.251800
104.709330 -2.645020 0.252477
104.709330 -2.445020 0.253274
104.709330 -2.245020 0.245620
104.709330 -2.045020 0.219543
104.709330 0.754980 0.056160
104.909330 -5.645020 0.267325
104.909330 -5.445020 0.257325
104.909330 -5.245020 0.251316
104.909330 -5.045020 0.248120
104.909330 -4.845020 0.246404
104.909330 -4.645020 0.245592
104.909330 -4.445020 0.245606
104.909330 -4.245020 0.246020
104.909330 -4.045020 0.246645
104.909330 -3.845020 0.247430
104.909330 -3.645020 0.248123
104.909330 -3.445020 0.248890
104.909330 -3.245020 0.249632
104.909330 -3.045020 0.250258
104.909330 -2.845020 0.251100
104.909330 -2.645020 0.251800
104.909330 -2.445020 0.252429
104.909330 -0.245020 0.050077
105.109330 -5.645020 0.264603
105.109330 -5.445020 0.254217
105.109330 -5.245020 0.248840
105.109330 -5.045020 0.246200
105.109330 -4.845020 0.244789
105.109330 -4.645020 0.244389
105.109330 -4.445020 0.244785
105.109330 -4.245020 0.245400
105.109330 -4.045020 0.246020
105.109330 -3.845020 0.246645
105.109330 -3.645020 0.247430
105.109330 -3.445020 0.248123
105.109330 -3.245020 0.248890
105.109330 -3.045020 0.249632
105.109330 -2.845020 0.250258
105.109330 -2.645020 0.251100
105.109330 -2.445020 0.243543
105.309330 -5.445020 0.251776
105.309330 -5.245020 0.247325
105.309330 -5.045020 0.245190
105.309330 -4.845020 0.243771
105.309330 -4.645020 0.243569
105.309330 -4.445020 0.243973
105.309330 -4.245020 0.244581
105.309330 -4.045020 0.245199
105.309330 -3.845020 0.246020
105.309330 -3.645020 0.246645
105.309330 -3.445020 0.247430
105.309330 -3.245020 0.248053
105.309330 -3.045020 0.248890
105.309330 -2.845020 0.249632
105.309330 -2.645020 0.250258
105.309330 -2.445020 0.242727
105.309330 -2.045020 0.162038
105.509330 -5.645020 0.254796
105.509330 -5.445020 0.248840
105.509330 -5.245020 0.245390
105.509330 -5.045020 0.243594
105.509330 -4.845020 0.242768
105.509330 -4.645020 0.242768
105.509330 -4.445020 0.243338
105.509330 -4.245020 0.243954
105.509330 -4.045020 0.244581
105.509330 -3.845020 0.245199
105.509330 -3.645020 0.246020
105.509330 -3.445020 0.246645
105.509330 -3.245020 0.247430
105.509330 -3.045020 0.248053
105.509330 -2.845020 0.248804
105.509330 -2.645020 0.249524
105.509330 -2.445020 0.242119
105.509330 -2.045020 0.161606
105.509330 -1.845020 0.127126
105.509330 -1.645020 0.101078
105.709330 -5.845020 0.258446
105.709330 -5.645020 0.249930
105.709330 -5.445020 0.245776
105.709330 -5.245020 0.243594
105.709330 -5.045020 0.242172
105.709330 -4.845020 0.241717
105.709330 -4.645020 0.242065
105.709330 -4.445020 0.242524
105.709330 -4.245020 0.243167
105.709330 -4.045020 0.243954
105.709330 -3.845020 0.244581
105.709330 -3.645020 0.245199
105.709330 -3.445020 0.246020
105.709330 -3.245020 0.246645
105.709330 -3.045020 0.247430
105.709330 -2.845020 0.248053
105.709330 -2.045020 0.151180
105.709330 -1.845020 0.121109
105.909330 -3.845020 0.243771
105.909330 -3.245020 0.245832
105.909330 -3.045020 0.246645
105.909330 -2.645020 0.239939
105.909330 -2.445020 0.202180
105.909330 -2.245020 0.160495
105.909330 -2.045020 0.132386
105.909330 -1.845020 0.109490
105.909330 -1.645020 0.090226
106.109330 -2.845020 0.238599
106.109330 -2.645020 0.213527
106.109330 -2.445020 0.184516
106.109330 -2.245020 0.150249
106.109330 -2.045020 0.120456
106.109330 -1.845020 0.096899
106.309330 -2.845020 0.237921
106.309330 -2.645020 0.200576
106.309330 -2.445020 0.159417
106.509330 -3.045020 0.236572
106.509330 -2.845020 0.211809
106.509330 -2.645020 0.183213
106.709330 -3.045020 0.210716
